5.725475028157234192e-02,5.207445099949836731e-02,-5.723480135202407837e-02,4.501775652170181274e-02,5.629618465900421143e-02,6.598259508609771729e-02,-5.145827680826187134e-02,5.316938832402229309e-02,4.430398717522621155e-02,6.236454844474792480e-02,5.174798518419265747e-02,4.834341257810592651e-02,5.650158599019050598e-02,-5.586913228034973145e-02,-5.995343998074531555e-02,6.600817292928695679e-02,5.593623593449592590e-02,-1.999277155846357346e-03,-4.137081652879714966e-02
-3.591271117329597473e-02,3.991210460662841797e-02,-4.645757377147674561e-02,-3.495137766003608704e-02,-7.620011270046234131e-02,-3.297661989927291870e-02,1.847685128450393677e-02,-1.033383607864379883e-01,7.797300349920988083e-04,9.387911856174468994e-02,5.315475910902023315e-02,3.228127211332321167e-02,4.486414045095443726e-02,2.379068359732627869e-02,-1.460649352520704269e-02,2.303627319633960724e-02,4.401452839374542236e-02,-1.209533400833606720e-02,-5.661251395940780640e-02
-8.592331409454345703e-02,-2.406664937734603882e-01,-3.152387738227844238e-01,1.161344721913337708e-02,-3.037228584289550781e-01,2.750408649444580078e-01,1.865611970424652100e-01,-1.376058310270309448e-01,-4.780453443527221680e-02,2.409385442733764648e-01,2.264267653226852417e-01,2.851255536079406738e-01,-2.104571163654327393e-01,-1.619265824556350708e-01,3.617667853832244873e-01,3.615431487560272217e-01,-7.523427158594131470e-02,2.250518649816513062e-02,-2.049217671155929565e-01
-1.634937226772308350e-01,-2.748106718063354492e-01,-2.220056354999542236e-01,-2.045974433422088623e-01,-4.720710963010787964e-02,3.953080773353576660e-01,-8.608388714492321014e-03,-1.480594128370285034e-01,3.261751309037208557e-02,2.064960747957229614e-01,2.498600631952285767e-01,3.583000898361206055e-01,-2.134000360965728760e-01,-1.234458908438682556e-01,3.378757536411285400e-01,3.778179287910461426e-01,-1.583105921745300293e-01,8.090830408036708832e-03,-2.440945953130722046e-01
-1.687988489866256714e-01,-1.340536326169967651e-01,-1.125275716185569763e-01,-1.604607403278350830e-01,9.103054553270339966e-02,2.012486308813095093e-01,-5.483646690845489502e-02,5.701190233230590820e-02,-1.224177423864603043e-02,1.176350042223930359e-01,1.225958615541458130e-01,1.760042160749435425e-01,-1.149600744247436523e-01,-6.631242483854293823e-02,1.212947294116020203e-01,2.054593563079833984e-01,-1.647535711526870728e-01,5.590808577835559845e-04,-1.221183761954307556e-01
-4.684151709079742432e-01,2.787448838353157043e-02,-2.898278534412384033e-01,-2.980901896953582764e-01,-1.224149614572525024e-01,5.152934417128562927e-02,-4.138366784900426865e-03,-1.615865230560302734e-01,-8.701986819505691528e-02,2.364144176244735718e-01,1.718350201845169067e-01,1.120979264378547668e-01,-1.911888122558593750e-01,7.995328865945339203e-03,8.730673789978027344e-02,2.235333621501922607e-01,2.084133327007293701e-01,1.928003737702965736e-03,-1.962922960519790649e-01
-6.146288663148880005e-02,1.586222052574157715e-01,-1.100018769502639771e-01,-2.812348306179046631e-01,-3.931729588657617569e-03,1.675239577889442444e-02,2.385589480400085449e-01,-2.281505614519119263e-02,-9.844309836626052856e-02,7.443912327289581299e-02,9.067113697528839111e-02,7.743877172470092773e-02,4.964693263173103333e-02,1.013858914375305176e-01,-9.948653727769851685e-02,9.160445071756839752e-03,1.898071020841598511e-01,-7.043230812996625900e-03,-1.884781718254089355e-01
-1.698893029242753983e-03,2.102609276771545410e-01,-1.601209342479705811e-01,-2.533693909645080566e-01,-2.299507856369018555e-01,7.564475387334823608e-02,5.754775404930114746e-01,-1.791426688432693481e-01,-1.543844342231750488e-01,2.148502320051193237e-01,8.641876280307769775e-02,2.041527926921844482e-01,-1.087746173143386841e-01,1.927522867918014526e-01,6.538164615631103516e-02,2.557186484336853027e-01,3.436376750469207764e-01,-1.701853796839714050e-02,-1.694711148738861084e-01
-5.091375708580017090e-01,3.300189673900604248e-01,-5.675041675567626953e-01,-3.005388975143432617e-01,-7.906460762023925781e-01,-1.311489492654800415e-01,6.355421543121337891e-01,-7.232555150985717773e-01,-3.467605412006378174e-01,5.883086323738098145e-01,3.720280528068542480e-01,3.559401929378509521e-01,-4.844143688678741455e-01,3.962833881378173828e-01,1.614647954702377319e-01,5.021955966949462891e-01,5.821963548660278320e-01,2.331368625164031982e-02,-4.049544334411621094e-01
3.000861965119838715e-02,2.868371307849884033e-01,-2.216716855764389038e-01,5.492895245552062988e-01,-4.120310842990875244e-01,-5.698245763778686523e-01,3.123725354671478271e-01,-8.063396215438842773e-01,-1.055122017860412598e-01,-1.358406245708465576e-01,4.020437300205230713e-01,-1.128311157226562500e-01,4.832256138324737549e-01,1.852027028799057007e-01,-6.479407548904418945e-01,-3.582219779491424561e-01,2.961864471435546875e-01,-4.980308935046195984e-03,-6.653516739606857300e-02
5.377432703971862793e-02,6.135820969939231873e-02,6.001669541001319885e-02,2.054960727691650391e-01,6.597657501697540283e-02,-3.925737440586090088e-01,-1.220312342047691345e-01,-1.789405494928359985e-01,-1.065449491143226624e-01,-3.668563673272728920e-03,2.411159873008728027e-01,-1.996649354696273804e-01,1.432114094495773315e-01,-1.118297278881072998e-01,-8.994799107313156128e-02,-5.804225429892539978e-02,1.844924092292785645e-01,-1.021914556622505188e-02,-8.196073025465011597e-02
2.686840593814849854e-01,2.977867126464843750e-01,8.187150582671165466e-03,2.242762893438339233e-01,1.289836764335632324e-01,-3.280116319656372070e-01,-1.185863390564918518e-01,1.183665394783020020e-01,-2.094755470752716064e-01,2.909580245614051819e-03,-3.490420756861567497e-03,-8.414446562528610229e-02,3.321889638900756836e-01,3.751778006553649902e-01,-3.011960983276367188e-01,-1.315395832061767578e-01,8.579862117767333984e-02,-2.913531789090484381e-04,-3.905599936842918396e-02
4.727829694747924805e-01,-5.283183977007865906e-02,3.354582786560058594e-01,2.103091329336166382e-01,3.409979343414306641e-01,3.594477772712707520e-01,-3.437411785125732422e-01,4.469396770000457764e-01,1.521079093217849731e-01,-1.449066549539566040e-01,-5.541059970855712891e-01,-2.832531929016113281e-02,3.244272172451019287e-01,-3.717185556888580322e-01,-9.311254322528839111e-02,-3.596167564392089844e-01,-3.525609672069549561e-01,-3.335458785295486450e-02,4.538953602313995361e-01
4.860588312149047852e-01,-1.145299673080444336e-01,3.175757229328155518e-01,-1.038422808051109314e-02,5.381906628608703613e-01,1.954397857189178467e-01,-1.382681876420974731e-01,3.957907557487487793e-01,7.878647185862064362e-03,-4.777672886848449707e-01,-4.386222362518310547e-01,5.071419477462768555e-02,3.877358734607696533e-01,-7.397489994764328003e-02,-2.503640055656433105e-01,-4.569640457630157471e-01,-4.105519354343414307e-01,-2.284332644194364548e-03,2.847293019294738770e-01
1.166492551565170288e-01,-9.034468792378902435e-03,2.157471776008605957e-01,1.716474592685699463e-01,4.277595281600952148e-01,9.464331716299057007e-02,-1.659412235021591187e-01,2.091828584671020508e-01,1.268016099929809570e-01,-2.980051636695861816e-01,-2.387312203645706177e-01,-1.531004160642623901e-01,-2.234246581792831421e-02,-2.495551556348800659e-01,1.061743423342704773e-01,-7.261157035827636719e-02,-1.784866861999034882e-02,-2.190659753978252411e-02,3.141852319240570068e-01
-3.923431336879730225e-01,-9.768469631671905518e-02,-2.279967367649078369e-01,1.387189924716949463e-01,-1.026016622781753540e-01,5.375383421778678894e-03,-3.340181708335876465e-01,8.371217548847198486e-02,7.825308293104171753e-02,1.123923286795616150e-01,-2.177303284406661987e-02,-1.688662916421890259e-01,-2.968089878559112549e-01,-1.964899450540542603e-01,3.181968927383422852e-01,2.370446622371673584e-01,-7.265732437372207642e-02,5.107258912175893784e-03,8.261881768703460693e-02
-1.205513775348663330e-01,1.127186045050621033e-02,-2.378473877906799316e-01,1.570200175046920776e-01,1.509248018264770508e-01,-7.435565441846847534e-02,-7.456044852733612061e-02,1.048057712614536285e-02,-3.568635135889053345e-02,8.797814697027206421e-02,7.936998456716537476e-02,-1.576581746339797974e-01,-1.311534792184829712e-01,4.847897216677665710e-02,3.089654445648193359e-02,1.067316532135009766e-01,2.251064032316207886e-01,6.436468102037906647e-03,8.566417545080184937e-02
-7.430049031972885132e-02,-7.876288145780563354e-02,-1.609027236700057983e-01,-1.990157216787338257e-01,-2.514426708221435547e-01,2.460834383964538574e-01,6.014572083950042725e-02,-1.773497909307479858e-01,-3.765431791543960571e-02,1.475275754928588867e-01,9.047140926122665405e-02,1.429969221353530884e-01,-1.110470667481422424e-01,-6.959003955125808716e-02,1.671957075595855713e-01,1.931212246417999268e-01,-1.255631446838378906e-02,3.237599879503250122e-02,-1.744246482849121094e-01
