-1.491906237788498402e-03,1.358616747893393040e-03,-5.551130976527929306e-03,-3.830914851278066635e-03,4.030411131680011749e-03,-1.287681516259908676e-03,-2.132210880517959595e-02,-2.654682844877243042e-03,-6.788186728954315186e-03,-4.249951802194118500e-03,-6.388136651366949081e-03,7.589197717607021332e-03
-4.559275507926940918e-01,7.589456159621477127e-03,-1.111405715346336365e-01,-3.893648274242877960e-03,-1.407351344823837280e-02,-1.578782685101032257e-02,-9.936033748090267181e-03,-1.502056270837783813e-01,7.045874837785959244e-03,1.000000000000000000e+00,-8.829513681121170521e-04,-9.154180996119976044e-03
-1.418620627373456955e-02,1.156468410044908524e-03,2.388745248317718506e-01,-1.475958973169326782e-01,7.302487269043922424e-03,5.537988618016242981e-03,-1.283155754208564758e-03,9.154360741376876831e-02,-4.133897367864847183e-03,2.201332338154315948e-02,4.401821270585060120e-02,-8.267664350569248199e-03
-6.086534704081714153e-04,6.474514491856098175e-03,4.690371081233024597e-02,1.874210126698017120e-02,3.251369670033454895e-02,7.737106643617153168e-03,-2.778287511318922043e-03,2.275808714330196381e-03,-3.811939433217048645e-02,-4.416894167661666870e-03,-3.308850526809692383e-01,9.042929112911224365e-02
2.280422952026128769e-03,1.209269859828054905e-03,-6.998879835009574890e-03,6.578344851732254028e-03,-2.255241386592388153e-02,-5.828581051900982857e-04,-1.699525164440274239e-03,-4.839167464524507523e-03,-2.719197422266006470e-02,3.369226178620010614e-04,4.724787175655364990e-02,4.194152541458606720e-03
-8.278584573417901993e-05,-5.519682075828313828e-03,-6.034305319190025330e-03,-1.007000729441642761e-02,1.347286626696586609e-02,-1.089716423302888870e-02,3.613874083384871483e-03,-2.803064417093992233e-03,4.164245352149009705e-02,-3.086971264565363526e-05,5.124800838530063629e-03,-9.080326184630393982e-03
-1.635609753429889679e-02,-3.654944002628326416e-01,4.927833564579486847e-03,4.761091247200965881e-02,1.272631734609603882e-01,-3.642764091491699219e-01,-9.816789999604225159e-03,2.270219847559928894e-02,2.926738560199737549e-02,-4.561941605061292648e-03,-7.730823941528797150e-03,9.281145408749580383e-03
-2.353961765766143799e-02,4.658716171979904175e-02,-3.215896198526024818e-03,-4.123947769403457642e-02,5.001934245228767395e-02,3.170659020543098450e-02,6.893382407724857330e-03,-2.071583410724997520e-03,1.516885757446289062e-01,4.468905553221702576e-02,-3.817881271243095398e-02,-2.102157659828662872e-02
3.163284854963421822e-04,-4.523654468357563019e-03,5.474273581057786942e-03,-1.444313325919210911e-03,2.098353812471032143e-03,-3.514574375003576279e-03,1.047739526256918907e-03,5.764335393905639648e-03,5.363125354051589966e-03,-4.463835153728723526e-03,1.419745571911334991e-02,-4.856531973928213120e-03
-3.929730970412492752e-03,-1.082514226436614990e-02,9.011648595333099365e-03,5.484360735863447189e-03,1.253041718155145645e-02,-1.232326030731201172e-02,2.719004405662417412e-03,2.619908191263675690e-03,2.489725127816200256e-03,3.132767742499709129e-03,-8.797473460435867310e-02,8.172570727765560150e-03
4.134165123105049133e-02,3.808766603469848633e-02,6.975754629820585251e-03,2.797586377710103989e-03,7.316516246646642685e-03,3.642985969781875610e-02,-2.466505160555243492e-03,2.575970813632011414e-02,2.440872415900230408e-02,-1.105348691344261169e-01,-2.918544225394725800e-02,1.138146407902240753e-02
5.656550638377666473e-04,-3.361169947311282158e-03,-1.395959965884685516e-02,-5.225124303251504898e-03,4.925161134451627731e-03,-2.401530183851718903e-02,3.000988624989986420e-03,7.669077254831790924e-03,5.651162564754486084e-02,-4.642501939088106155e-03,1.608006469905376434e-02,-1.025811582803726196e-02
1.897427369840443134e-03,1.219110935926437378e-02,-8.414941839873790741e-03,-1.371091976761817932e-02,1.486631575971841812e-02,1.349579822272062302e-02,1.434904115740209818e-04,-2.112878859043121338e-02,2.359876036643981934e-02,4.501094575971364975e-03,3.175750002264976501e-02,1.374790631234645844e-02
3.132781712338328362e-03,2.068156190216541290e-02,-9.015757590532302856e-03,1.457522436976432800e-02,2.752628549933433533e-02,5.327177792787551880e-02,-2.413232345134019852e-03,-2.678323723375797272e-02,-5.325645580887794495e-02,2.428313018754124641e-03,5.843657627701759338e-02,-2.185321785509586334e-02
6.244517862796783447e-03,2.007623575627803802e-02,-1.989798061549663544e-02,2.744754962623119354e-02,1.705632545053958893e-02,4.136702418327331543e-02,2.072334755212068558e-03,-2.440479025244712830e-02,-1.158716902136802673e-01,-4.138627555221319199e-03,5.274392664432525635e-02,-6.328894942998886108e-02
9.543919935822486877e-03,1.971273310482501984e-02,-5.859237909317016602e-02,2.693877555429935455e-02,6.151475757360458374e-02,8.521217852830886841e-02,7.339808624237775803e-03,-5.081962421536445618e-02,-1.557246446609497070e-01,-2.565670385956764221e-02,1.556466519832611084e-01,-8.528909832239151001e-02
