-6.240259855985641479e-02,-6.542637199163436890e-02,1.470532920211553574e-02,-2.704631723463535309e-02,2.185362428426742554e-01
-2.136166691780090332e-01,-3.978115618228912354e-01,3.989980816841125488e-01,1.539198011159896851e-01,3.642180860042572021e-01
3.867354691028594971e-01,3.359578251838684082e-01,-4.112290143966674805e-01,-1.093359887599945068e-01,-4.336912333965301514e-01
7.867857068777084351e-02,2.483664080500602722e-03,-7.108905315399169922e-01,4.316806793212890625e-02,2.689443901181221008e-02
4.139109328389167786e-02,2.971338629722595215e-01,-1.685030907392501831e-01,-1.005670502781867981e-01,-2.163271754980087280e-01
3.291521668434143066e-01,1.282094120979309082e-01,2.426200062036514282e-01,-3.568986952304840088e-01,9.827506542205810547e-02
-2.419911473989486694e-01,1.812203675508499146e-01,-4.686488509178161621e-01,-7.587063312530517578e-02,1.518692225217819214e-01
9.462280571460723877e-02,-3.384097218513488770e-01,9.474195837974548340e-01,-4.054881632328033447e-03,3.983945772051811218e-02
2.767422236502170563e-02,-2.979532182216644287e-01,6.213436722755432129e-01,1.448147594928741455e-01,-1.864667236804962158e-02
2.478591501712799072e-01,-6.185901761054992676e-01,2.713314592838287354e-01,2.261011302471160889e-01,2.356570959091186523e-01
2.015810310840606689e-01,-3.156196177005767822e-01,7.214514911174774170e-02,1.162065491080284119e-01,1.104709357023239136e-01
4.127044081687927246e-01,-1.023618727922439575e-01,3.535906374454498291e-01,-1.915038824081420898e-01,8.602816611528396606e-02
3.236247301101684570e-01,1.672324240207672119e-01,1.237098127603530884e-01,-4.278041124343872070e-01,6.238462775945663452e-02
1.498565226793289185e-01,-2.819750905036926270e-01,1.418195515871047974e-01,1.004423946142196655e-01,9.854988008737564087e-02
-1.778333783149719238e-01,6.311968564987182617e-01,-3.189511299133300781e-01,-2.199327945709228516e-01,-3.021384477615356445e-01
4.565752446651458740e-01,-1.562474817037582397e-01,-3.532915711402893066e-01,1.877076178789138794e-01,-2.912607192993164062e-01
8.014732599258422852e-02,-5.955302119255065918e-01,-2.158764302730560303e-01,4.956542849540710449e-01,5.630477890372276306e-02
-2.251964658498764038e-01,6.200279593467712402e-01,2.168624103069305420e-01,-4.490436017513275146e-01,-3.444152325391769409e-02
-2.151220589876174927e-01,5.088512301445007324e-01,-2.299510836601257324e-01,-1.891189217567443848e-01,-1.965354681015014648e-01
-1.533365547657012939e-01,3.369637131690979004e-01,-1.452419757843017578e-01,-1.045281738042831421e-01,-1.011039316654205322e-01
1.452049165964126587e-01,2.139029949903488159e-01,-1.322289407253265381e-01,1.984092593193054199e-02,-4.804479181766510010e-01
-9.267102181911468506e-02,-9.429743885993957520e-02,-4.365227520465850830e-01,1.511161797679960728e-03,3.088544309139251709e-01
1.984493136405944824e-01,9.617900848388671875e-02,7.560086250305175781e-02,4.758316278457641602e-02,-3.522755801677703857e-01
2.387691587209701538e-01,4.898040741682052612e-02,-7.456880807876586914e-01,-4.926306381821632385e-02,-1.139925047755241394e-02
-1.463173031806945801e-01,2.005884945392608643e-01,-1.000000000000000000e+00,9.083441644906997681e-02,5.276328884065151215e-03
3.416776657104492188e-01,-3.330049216747283936e-01,-2.516417205333709717e-01,2.725189030170440674e-01,-1.903238296508789062e-01
2.164021879434585571e-01,-3.270041644573211670e-01,4.346704483032226562e-02,1.267058849334716797e-01,1.196310743689537048e-01
-2.115215174853801727e-02,5.400911718606948853e-02,-7.283787727355957031e-01,-9.080886840820312500e-03,1.428218781948089600e-01
8.801068365573883057e-02,-1.262753009796142578e-01,-4.633308053016662598e-01,2.804094180464744568e-02,1.666397452354431152e-01
2.309490293264389038e-01,1.407359540462493896e-01,-1.434425562620162964e-01,-1.875186562538146973e-01,1.526828110218048096e-02
1.390102356672286987e-01,7.175233960151672363e-02,5.553093552589416504e-01,1.148460619151592255e-02,-3.439156413078308105e-01
1.894725710153579712e-01,3.386944234371185303e-01,3.694497048854827881e-01,-2.964925169944763184e-01,-2.986592352390289307e-01
-8.937111496925354004e-02,-6.514082551002502441e-01,1.755443215370178223e-01,3.521047830581665039e-01,3.815992772579193115e-01
-2.314447760581970215e-01,-2.159447073936462402e-01,1.348036676645278931e-01,-5.834458395838737488e-02,5.547937750816345215e-01
1.527770161628723145e-01,6.089564785361289978e-02,-7.297773957252502441e-01,7.963309437036514282e-02,-1.576538532972335815e-01
-1.446555703878402710e-01,1.755485683679580688e-01,-8.237858414649963379e-01,1.457507312297821045e-01,-8.146795630455017090e-02
-5.053526163101196289e-01,-2.491051852703094482e-01,3.996762633323669434e-01,1.906245201826095581e-01,2.174409180879592896e-01
