4.263656213879585266e-02,-4.359182715415954590e-02,-4.172991588711738586e-02,-4.681838676333427429e-02,4.549684748053550720e-02,-4.889915883541107178e-02,-4.518666490912437439e-02,4.136461764574050903e-02,4.241590201854705811e-02,-4.094415530562400818e-02,4.814084619283676147e-02
-1.692124828696250916e-02,3.534793108701705933e-02,8.702604100108146667e-03,-8.488944731652736664e-03,2.449794858694076538e-02,8.165200124494731426e-04,-1.404404919594526291e-02,-3.680185647681355476e-03,1.433123461902141571e-02,1.895453408360481262e-02,7.073140703141689301e-03
-6.614613533020019531e-02,-2.813030220568180084e-02,-1.332889199256896973e-01,-2.539739906787872314e-01,-3.301519155502319336e-01,-2.910889685153961182e-01,3.304303288459777832e-01,7.330470532178878784e-02,2.631998062133789062e-01,-2.416039630770683289e-02,-1.678618937730789185e-01
9.161334484815597534e-02,-2.424333095550537109e-01,-1.925767958164215088e-01,-2.457303702831268311e-01,-5.059556365013122559e-01,-2.577205002307891846e-01,4.148800671100616455e-01,1.894231587648391724e-01,2.133138030767440796e-01,-1.048495769500732422e-01,-5.323466658592224121e-02
3.715256229043006897e-02,-6.228587403893470764e-02,-2.999646663665771484e-01,-2.783414423465728760e-01,-2.269783467054367065e-01,-3.474629521369934082e-01,2.975374758243560791e-01,1.977031230926513672e-01,4.995862022042274475e-02,9.535928815603256226e-02,-2.389951944351196289e-01
-1.845273077487945557e-01,6.168700754642486572e-02,-1.631047427654266357e-01,-1.762981563806533813e-01,6.946519017219543457e-02,-2.296373099088668823e-01,1.938300877809524536e-01,2.663632631301879883e-01,-2.025947533547878265e-02,3.641054928302764893e-01,-3.299527466297149658e-01
-3.672310337424278259e-02,9.777370840311050415e-02,-7.355868071317672729e-02,-8.637635968625545502e-03,1.590148061513900757e-01,2.531332429498434067e-03,-6.858508288860321045e-02,2.402427047491073608e-01,-5.367571860551834106e-02,3.908163905143737793e-01,-5.754046887159347534e-02
-3.630302846431732178e-01,3.159174919128417969e-01,-1.047763302922248840e-01,-2.161100655794143677e-01,1.349944472312927246e-01,-3.401430547237396240e-01,1.371888816356658936e-01,1.530165821313858032e-01,4.692929796874523163e-03,2.993232607841491699e-01,-2.475225776433944702e-01
-8.714348673820495605e-01,6.405820250511169434e-01,-4.845613837242126465e-01,-5.955518484115600586e-01,3.109995424747467041e-01,-4.853786826133728027e-01,3.101712465286254883e-01,2.882318198680877686e-01,-1.821733117103576660e-01,3.244007527828216553e-01,-7.109689116477966309e-01
-6.018512248992919922e-01,7.157372236251831055e-01,-2.168154567480087280e-01,-2.012939602136611938e-01,3.236618041992187500e-01,9.999095648527145386e-02,-2.863542139530181885e-01,1.720279157161712646e-01,-1.706629246473312378e-01,1.177373081445693970e-01,-4.389877915382385254e-01
-8.372380584478378296e-02,3.707053363323211670e-01,-1.364455521106719971e-01,8.144350349903106689e-02,3.798101842403411865e-01,1.041505336761474609e-01,-1.735792458057403564e-01,2.579737007617950439e-01,-1.913269907236099243e-01,5.716493725776672363e-02,1.523888111114501953e-01
1.215142011642456055e-01,3.046447038650512695e-01,-7.497743517160415649e-02,-8.123799413442611694e-02,6.240349411964416504e-01,-8.588297292590141296e-03,-3.811209201812744141e-01,3.176295459270477295e-01,-7.889328598976135254e-01,3.528609275817871094e-01,1.388821601867675781e-01
3.019782006740570068e-01,-9.739826619625091553e-02,2.083793133497238159e-01,2.566001415252685547e-01,2.855419516563415527e-01,2.387658506631851196e-01,-3.946879506111145020e-01,-2.767289280891418457e-01,-3.840999007225036621e-01,1.757092624902725220e-01,4.031627476215362549e-01
2.465357631444931030e-01,1.976443231105804443e-01,6.902983784675598145e-02,3.172230720520019531e-01,3.356159627437591553e-01,7.320128679275512695e-01,-1.000000000000000000e+00,2.432241141796112061e-01,-8.218357563018798828e-01,3.927625417709350586e-01,7.922369837760925293e-01
4.994326233863830566e-01,-2.772810757160186768e-01,3.197326362133026123e-01,3.309879601001739502e-01,-1.980860531330108643e-01,3.935431838035583496e-01,1.454043760895729065e-02,-1.660930663347244263e-01,2.097809165716171265e-01,-2.759906351566314697e-01,6.501151323318481445e-01
-2.974332310259342194e-02,7.927974313497543335e-02,-1.172944754362106323e-01,-1.097482368350028992e-01,1.725614070892333984e-01,-1.176459118723869324e-01,1.613902598619461060e-01,2.019636034965515137e-01,-9.640825539827346802e-02,-2.963593006134033203e-01,-1.408232897520065308e-01
1.835195906460285187e-02,2.408082485198974609e-01,2.058520540595054626e-02,9.102149307727813721e-02,3.235621452331542969e-01,1.698686331510543823e-01,-9.044818580150604248e-02,1.891856491565704346e-01,-2.409955114126205444e-01,-1.023113876581192017e-01,8.947799354791641235e-02
-6.343845278024673462e-02,-2.338657155632972717e-03,-3.332401439547538757e-02,-7.215187884867191315e-03,4.833547025918960571e-02,2.448781742714345455e-04,1.423705518245697021e-01,1.148861050605773926e-01,2.474761009216308594e-02,6.484292447566986084e-02,-7.874917984008789062e-02
-8.715040981769561768e-02,8.721082657575607300e-02,-6.670495122671127319e-02,-5.629225820302963257e-02,2.376740612089633942e-02,-6.389380991458892822e-02,-6.044363602995872498e-02,-8.687109500169754028e-02,1.087164431810379028e-01,-3.530312702059745789e-02,-7.814235985279083252e-02
