-2.706821635365486145e-02,8.492117747664451599e-03,-2.093690074980258942e-02,-5.717880092561244965e-03,-1.505451742559671402e-02,4.663521423935890198e-03,1.973509602248668671e-02
5.051629245281219482e-02,-1.951699256896972656e-01,2.915084958076477051e-01,3.653248250484466553e-01,-3.818452060222625732e-01,1.157102957367897034e-01,-1.077742278575897217e-01
3.231177106499671936e-02,2.278929203748703003e-01,-2.061939984560012817e-01,-1.410820037126541138e-01,-1.693577878177165985e-02,2.434295415878295898e-01,3.446794673800468445e-02
-2.691216766834259033e-01,-1.495308578014373779e-01,-1.232427060604095459e-01,-2.427542023360729218e-02,2.086966037750244141e-01,-2.044049501419067383e-01,-2.893724739551544189e-01
3.696838915348052979e-01,3.007973432540893555e-01,2.687533795833587646e-01,-5.320790223777294159e-04,-2.836342751979827881e-01,2.790883481502532959e-01,-1.117025986313819885e-01
3.546839356422424316e-01,5.637425780296325684e-01,-4.949250817298889160e-01,-8.150354027748107910e-01,5.151525139808654785e-01,2.194447517395019531e-01,-1.195036321878433228e-01
4.729892909526824951e-01,3.054445385932922363e-01,2.739154696464538574e-01,-1.328333467245101929e-01,-9.530624002218246460e-02,3.152491152286529541e-01,-3.176893293857574463e-01
1.923595815896987915e-01,9.988015890121459961e-02,1.427634954452514648e-01,1.013700515031814575e-01,-1.110270395874977112e-01,1.670218110084533691e-01,-2.269225567579269409e-01
-2.422737777233123779e-01,-6.145974993705749512e-02,-1.343586593866348267e-01,-7.716543227434158325e-02,2.154920399188995361e-01,-1.928844451904296875e-01,5.264799594879150391e-01
-1.342414319515228271e-01,-4.841613024473190308e-02,-3.684441745281219482e-01,-1.314864307641983032e-01,-7.524451613426208496e-02,-1.609330326318740845e-01,-4.332583546638488770e-01
-1.934377551078796387e-01,-1.274998486042022705e-01,-1.100173443555831909e-01,3.093555383384227753e-02,-3.571313992142677307e-02,-1.030991822481155396e-01,8.561246842145919800e-02
-1.417649686336517334e-01,-7.326328009366989136e-02,-7.932258844375610352e-01,-2.342463582754135132e-01,-2.481227964162826538e-01,-2.044303119182586670e-01,-1.907344609498977661e-01
1.026814803481101990e-01,2.503797709941864014e-01,1.950539350509643555e-01,-2.446854673326015472e-02,-2.356848865747451782e-01,3.666477501392364502e-01,2.636007964611053467e-01
-2.338260710239410400e-01,-4.195245355367660522e-02,-8.065568804740905762e-01,-3.879182338714599609e-01,1.285965144634246826e-01,-1.327525824308395386e-01,-5.807515233755111694e-02
-9.459459036588668823e-02,9.144033491611480713e-02,-2.574800886213779449e-02,-1.981192231178283691e-01,1.000000000000000000e+00,-2.601211518049240112e-02,2.189571708440780640e-01
-3.754655644297599792e-02,-1.588158309459686279e-01,-2.258061468601226807e-01,-7.981786876916885376e-02,1.865123212337493896e-01,-2.653460502624511719e-01,-5.508794784545898438e-01
1.377752423286437988e-01,-6.217913702130317688e-02,1.762274056673049927e-01,2.348361760377883911e-01,-5.124017000198364258e-01,6.786806136369705200e-02,-2.580136954784393311e-01
1.270198076963424683e-01,1.287379413843154907e-01,4.149295985698699951e-01,6.043435074388980865e-03,1.980563998222351074e-01,4.166535735130310059e-01,-9.489431232213973999e-02
7.333654910326004028e-02,-2.035223692655563354e-02,-3.370936959981918335e-02,1.268147230148315430e-01,-7.226017117500305176e-01,1.737426519393920898e-01,-1.586775630712509155e-01
