-2.512012794613838196e-02,-2.564262151718139648e-01,5.051095038652420044e-02,3.486201539635658264e-02,3.690063655376434326e-01
3.153325915336608887e-01,1.778287440538406372e-01,-6.487134099006652832e-01,9.700743854045867920e-02,-3.688459396362304688e-01
-1.616793572902679443e-01,8.243492841720581055e-01,-4.435754418373107910e-01,-2.424461990594863892e-01,-4.242823421955108643e-01
1.804834306240081787e-01,-2.134612947702407837e-01,5.326488018035888672e-01,1.015906482934951782e-01,-2.958041727542877197e-01
3.336471021175384521e-01,-1.544364690780639648e-01,1.927266418933868408e-01,-4.383395891636610031e-03,-9.654250741004943848e-02
1.495467871427536011e-01,-3.224463164806365967e-01,3.916303515434265137e-01,1.025337502360343933e-01,6.685907393693923950e-02
2.582512199878692627e-01,-5.971628427505493164e-01,2.412600666284561157e-01,2.105935811996459961e-01,2.270217388868331909e-01
-1.637416481971740723e-01,2.640982270240783691e-01,7.429512590169906616e-02,-2.150888890027999878e-01,-1.567084528505802155e-02
2.437313646078109741e-01,-6.017946451902389526e-02,-1.089247316122055054e-01,2.221329361200332642e-01,1.180054992437362671e-02
-1.826935708522796631e-01,3.031454086303710938e-01,1.219204366207122803e-01,-1.555808186531066895e-01,-1.699091792106628418e-01
-1.167256683111190796e-01,-4.504339396953582764e-02,1.000000000000000000e+00,-2.035417258739471436e-01,1.057874504476785660e-02
2.644685506820678711e-01,3.558999300003051758e-01,-1.466501504182815552e-01,2.152476226910948753e-03,-5.685254335403442383e-01
-2.392574846744537354e-01,5.195602774620056152e-01,-2.733730673789978027e-01,-1.707200407981872559e-01,-1.838039755821228027e-01
9.573479741811752319e-02,-3.109648525714874268e-01,8.505212068557739258e-01,1.171871833503246307e-02,-1.104437094181776047e-02
-4.751608520746231079e-02,-1.568158566951751709e-01,8.348652720451354980e-01,-1.833255961537361145e-02,-4.905884340405464172e-02
2.934308350086212158e-01,-6.231350824236869812e-02,2.782706618309020996e-01,-1.528574377298355103e-01,-1.887132041156291962e-02
2.778991460800170898e-01,-1.122892647981643677e-01,2.439808547496795654e-01,-2.098888903856277466e-01,-7.751389592885971069e-02
-2.347431145608425140e-02,2.979615330696105957e-01,-2.125335484743118286e-01,-1.668601483106613159e-02,-3.146774768829345703e-01
1.938843876123428345e-01,-6.599013209342956543e-01,2.902427017688751221e-01,2.034358829259872437e-01,2.295072972774505615e-01
-5.632361862808465958e-03,2.641720175743103027e-01,5.449597835540771484e-01,-1.239127889275550842e-01,-4.784204065799713135e-01
-2.033138088881969452e-02,1.557437181472778320e-01,2.908324301242828369e-01,-9.438953548669815063e-02,-3.004832863807678223e-01
-9.948677383363246918e-03,5.699474215507507324e-01,-2.453873753547668457e-01,-9.368855506181716919e-02,-2.435679882764816284e-01
