5.796584300696849823e-04,2.246143296360969543e-03,-1.244495157152414322e-03,1.115249935537576675e-03,-3.666603297460824251e-04,-1.031440333463251591e-03,7.064464152790606022e-04,-1.151245553046464920e-03,3.905948018655180931e-03,3.234169853385537863e-04,4.408741835504770279e-03,3.066919976845383644e-03,1.978501677513122559e-03,-2.458832459524273872e-03,-1.876817666925489902e-03,1.801705220714211464e-03,-1.499643316492438316e-03,2.980968449264764786e-03
-1.422748528420925140e-02,-4.124560952186584473e-01,5.599882006645202637e-01,-5.791872143745422363e-01,-3.370340168476104736e-01,-5.655810832977294922e-01,-5.824238657951354980e-01,5.776115059852600098e-01,5.537350177764892578e-01,4.771935939788818359e-01,5.285564064979553223e-01,-4.490747451782226562e-01,5.212382078170776367e-01,1.118614897131919861e-01,4.176724255084991455e-01,-2.308374047279357910e-01,-4.629188776016235352e-01,-1.815353482961654663e-01
7.820707559585571289e-02,-1.899741007946431637e-03,-1.233092397451400757e-01,1.331665068864822388e-01,-6.060994789004325867e-02,1.122215092182159424e-01,1.145196110010147095e-01,-1.100463718175888062e-01,-9.590933471918106079e-02,-1.512442156672477722e-02,-3.373912721872329712e-02,1.076170876622200012e-01,-9.815763682126998901e-02,-8.686918765306472778e-02,-8.733619004487991333e-02,9.075534343719482422e-02,4.928492009639739990e-02,9.023208916187286377e-02
3.119558468461036682e-02,1.400080472230911255e-01,-2.163548171520233154e-01,2.513133585453033447e-01,4.158297553658485413e-02,3.509764075279235840e-01,1.880071908235549927e-01,-1.525549292564392090e-01,-1.833068132400512695e-01,-2.020156234502792358e-01,-1.569909304380416870e-01,1.728273928165435791e-01,-1.036096289753913879e-01,-4.960007593035697937e-02,-8.688026666641235352e-02,6.266206502914428711e-02,1.952629238367080688e-01,6.197960302233695984e-02
4.626187682151794434e-02,9.996945410966873169e-02,-1.952609419822692871e-01,2.139420509338378906e-01,1.476891152560710907e-02,2.841998338699340820e-01,1.762655079364776611e-01,-1.431094408035278320e-01,-1.526336371898651123e-01,-1.545185893774032593e-01,-1.036316081881523132e-01,1.502219736576080322e-01,-1.004614904522895813e-01,-6.499774754047393799e-02,-8.172975480556488037e-02,7.268678396940231323e-02,1.355680972337722778e-01,6.909775733947753906e-02
7.227600365877151489e-02,1.146510094404220581e-01,-2.585131525993347168e-01,2.847818136215209961e-01,1.064508128911256790e-02,3.524955213069915771e-01,2.435130327939987183e-01,-2.113728970289230347e-01,-2.229008972644805908e-01,-1.955139935016632080e-01,-1.789199411869049072e-01,2.055632770061492920e-01,-1.558737456798553467e-01,-9.242673218250274658e-02,-1.096352040767669678e-01,1.109810844063758850e-01,2.098332643508911133e-01,1.011063605546951294e-01
1.284955143928527832e-01,1.856057345867156982e-01,-3.850781023502349854e-01,4.070633947849273682e-01,1.381895784288644791e-02,4.458528161048889160e-01,3.699432909488677979e-01,-3.244248628616333008e-01,-3.491134941577911377e-01,-2.738971412181854248e-01,-2.757860720157623291e-01,3.416095972061157227e-01,-2.574405074119567871e-01,-1.504057645797729492e-01,-2.139031887054443359e-01,1.821638643741607666e-01,3.193426132202148438e-01,1.775334328413009644e-01
1.607476472854614258e-01,4.823816716670989990e-01,-6.969541311264038086e-01,7.205635309219360352e-01,1.220369637012481689e-01,7.288292646408081055e-01,6.378780007362365723e-01,-5.506244897842407227e-01,-7.084059715270996094e-01,-5.421639680862426758e-01,-6.435251832008361816e-01,6.819238662719726562e-01,-5.023555159568786621e-01,-2.011396735906600952e-01,-5.799263119697570801e-01,2.671988606452941895e-01,6.581072211265563965e-01,2.773140668869018555e-01
1.628940701484680176e-01,4.364646673202514648e-01,-6.547693014144897461e-01,6.806522607803344727e-01,9.557022154331207275e-02,6.903973221778869629e-01,6.043100953102111816e-01,-5.201745033264160156e-01,-6.640977859497070312e-01,-5.018138885498046875e-01,-5.997607707977294922e-01,6.380803585052490234e-01,-4.719845652580261230e-01,-1.997471451759338379e-01,-5.401026010513305664e-01,2.598398625850677490e-01,6.121754646301269531e-01,2.659151554107666016e-01
1.660759299993515015e-01,4.610149264335632324e-01,-6.704307794570922852e-01,6.935377120971679688e-01,9.636294096708297729e-02,6.860697269439697266e-01,6.216261982917785645e-01,-5.344443917274475098e-01,-6.897492408752441406e-01,-5.114331841468811035e-01,-6.355357170104980469e-01,6.769353747367858887e-01,-4.996795356273651123e-01,-2.037825584411621094e-01,-5.915014147758483887e-01,2.675904333591461182e-01,6.405912041664123535e-01,2.808466851711273193e-01
1.607419252395629883e-01,4.458522498607635498e-01,-6.601821780204772949e-01,6.845959424972534180e-01,9.426984190940856934e-02,6.881991624832153320e-01,6.070063710212707520e-01,-5.213629603385925293e-01,-6.849167943000793457e-01,-5.048534274101257324e-01,-6.270951032638549805e-01,6.547672152519226074e-01,-4.849358797073364258e-01,-1.936346441507339478e-01,-5.612213611602783203e-01,2.610245943069458008e-01,6.281578540802001953e-01,2.694725096225738525e-01
-1.683804541826248169e-01,-5.011363029479980469e-01,7.053984999656677246e-01,-7.323979735374450684e-01,-1.164970397949218750e-01,-7.279804348945617676e-01,-6.552473902702331543e-01,5.642363429069519043e-01,7.264753580093383789e-01,5.498959422111511230e-01,6.721101403236389160e-01,-7.167565822601318359e-01,5.267735123634338379e-01,2.066112607717514038e-01,6.248596310615539551e-01,-2.791103720664978027e-01,-6.789976954460144043e-01,-2.877773642539978027e-01
-1.732124984264373779e-01,-4.537246823310852051e-01,6.579883098602294922e-01,-6.817966103553771973e-01,-8.543293178081512451e-02,-6.663368940353393555e-01,-6.130737066268920898e-01,5.319731831550598145e-01,6.777570843696594238e-01,4.978736042976379395e-01,6.238120794296264648e-01,-6.719291806221008301e-01,4.976748824119567871e-01,2.078584581613540649e-01,5.937093496322631836e-01,-2.711870372295379639e-01,-6.315349936485290527e-01,-2.845109999179840088e-01
-1.692701131105422974e-01,-4.529617130756378174e-01,6.549559831619262695e-01,-6.753631234169006348e-01,-8.427532017230987549e-02,-6.664847135543823242e-01,-6.089632511138916016e-01,5.289650559425354004e-01,6.740541458129882812e-01,4.927553832530975342e-01,6.213519573211669922e-01,-6.658224463462829590e-01,4.957172572612762451e-01,2.058348506689071655e-01,5.908086895942687988e-01,-2.723380327224731445e-01,-6.271785497665405273e-01,-2.807507514953613281e-01
-1.709102988243103027e-01,-4.508778750896453857e-01,6.503976583480834961e-01,-6.728563308715820312e-01,-8.625795692205429077e-02,-6.626642942428588867e-01,-6.094031333923339844e-01,5.279976129531860352e-01,6.745792031288146973e-01,4.906231462955474854e-01,6.222270727157592773e-01,-6.664146780967712402e-01,4.967646896839141846e-01,2.037290185689926147e-01,5.896131992340087891e-01,-2.680880427360534668e-01,-6.252934336662292480e-01,-2.796725928783416748e-01
