-1.780668622814118862e-03,1.448656257707625628e-04,3.358421599841676652e-05,-2.740019001066684723e-03,6.495787965832278132e-05,1.637816239963285625e-05,-1.306107005802914500e-04,1.157424048869870603e-04,-2.135284012183547020e-03,1.346922454104060307e-05,1.378721790388226509e-04,-4.157427611062303185e-05,2.296159975230693817e-03,-8.893715130398049951e-05,-2.279023407027125359e-03,1.913962536491453648e-03,4.045613750349730253e-04,-1.289554755203425884e-03,2.645352797117084265e-04,7.319729775190353394e-05,9.228292765328660607e-05
6.209144592285156250e-01,3.758358955383300781e-02,-9.408982098102569580e-02,3.791674971580505371e-01,5.540817975997924805e-02,-2.494828216731548309e-02,-9.469117224216461182e-02,4.791151359677314758e-02,-5.595694780349731445e-01,-3.144153207540512085e-02,-4.881300556007772684e-04,-1.137808039784431458e-01,6.225341558456420898e-01,-5.404713749885559082e-02,-7.424518465995788574e-01,-8.573574423789978027e-01,9.811128675937652588e-02,1.139805559068918228e-02,1.096659675240516663e-01,-8.266820758581161499e-02,6.025011092424392700e-02
-2.087137103080749512e-01,1.613479573279619217e-03,-7.480323780328035355e-03,8.394166827201843262e-02,-6.059370469301939011e-03,-7.347810314968228340e-04,-9.278518147766590118e-03,-7.954612374305725098e-03,-1.454263478517532349e-01,5.072038155049085617e-03,-3.251149086281657219e-03,-1.009169500321149826e-02,-1.773529127240180969e-02,8.352107368409633636e-03,1.783947348594665527e-01,-1.677044183015823364e-01,1.553241163492202759e-02,1.892459020018577576e-02,1.270599104464054108e-02,3.662304254248738289e-03,-2.691746922209858894e-03
-1.393216941505670547e-02,2.549822907894849777e-03,-5.997804459184408188e-03,8.747781813144683838e-02,3.147146198898553848e-03,1.197498408146202564e-03,2.731090178713202477e-03,2.332588424906134605e-03,1.949660480022430420e-01,-2.347084926441311836e-03,4.661077691707760096e-04,9.154514409601688385e-03,8.210381865501403809e-02,-5.718651809729635715e-04,5.412235110998153687e-02,2.602695226669311523e-01,-4.714531823992729187e-03,-1.970565691590309143e-02,-6.036951206624507904e-03,-3.107581520453095436e-03,-1.627300982363522053e-03
-5.953250452876091003e-03,9.621581993997097015e-04,1.463084598071873188e-03,5.039420723915100098e-02,9.536708239465951920e-04,-9.549734531901776791e-04,1.701024128124117851e-03,1.905026030726730824e-03,2.983274869620800018e-02,2.250394318252801895e-03,-6.488930666819214821e-04,5.333281005732715130e-04,5.951138585805892944e-02,-4.928587935864925385e-03,6.035470287315547466e-04,2.009719237685203552e-02,-5.161194130778312683e-03,-8.089121431112289429e-03,1.934612635523080826e-03,-8.128924528136849403e-04,9.431972284801304340e-05
2.757043838500976562e-01,1.301919837715104222e-05,-2.797750988975167274e-03,-3.853311389684677124e-02,-1.732739852741360664e-03,1.181593630462884903e-03,-7.284517632797360420e-04,1.029367442242801189e-03,6.048585101962089539e-02,-1.681365683907642961e-04,-9.263555984944105148e-04,2.736870897933840752e-03,-1.236622966825962067e-02,2.059202408418059349e-03,-2.785542309284210205e-01,4.386499524116516113e-02,1.618041424080729485e-03,3.868532367050647736e-03,-4.261737631168216467e-04,1.204114058054983616e-03,-2.534318249672651291e-03
1.094080954790115356e-01,8.681837352924048901e-04,3.346786135807633400e-03,2.442601881921291351e-02,4.443222191184759140e-03,-1.985335955396294594e-03,8.950195275247097015e-03,6.463651661761105061e-04,-4.541951417922973633e-02,-3.152364166453480721e-03,-4.907026886940002441e-04,-8.174182847142219543e-03,5.700462963432073593e-03,4.891477525234222412e-03,-4.420942440629005432e-02,3.589307144284248352e-02,4.081183671951293945e-02,6.563154608011245728e-02,-3.770914161577820778e-03,-2.115665934979915619e-03,-8.402062230743467808e-04
3.660526126623153687e-02,9.448881261050701141e-03,-1.189450267702341080e-02,-1.950718648731708527e-02,9.593610884621739388e-04,6.536907749250531197e-04,8.377945981919765472e-03,9.320746175944805145e-03,-3.906810597982257605e-04,2.809674013406038284e-03,-4.546797936200164258e-05,-2.111498452723026276e-02,-1.705829612910747528e-02,-7.982451468706130981e-03,4.577352106571197510e-02,5.868760123848915100e-02,-8.212249726057052612e-03,-5.359492264688014984e-03,-2.024963125586509705e-02,1.290182955563068390e-02,-1.824723370373249054e-02
1.670724302530288696e-01,1.716202707029879093e-03,2.930405782535672188e-03,3.285750746726989746e-02,-5.152962170541286469e-03,4.937409888952970505e-03,-4.410095047205686569e-03,1.082683913409709930e-02,-1.100264862179756165e-01,-1.324911485426127911e-03,-4.997526761144399643e-03,2.661385806277394295e-03,-1.775491796433925629e-02,6.108904257416725159e-03,9.643219411373138428e-02,1.131628751754760742e-01,3.847506130114197731e-03,-3.379890229552984238e-03,-4.378314130008220673e-03,-1.111845299601554871e-02,7.855905569158494473e-04
2.024149894714355469e-02,1.341261318884789944e-03,8.043642155826091766e-03,5.569342058151960373e-03,-8.915756829082965851e-03,6.339936517179012299e-03,1.557460927870124578e-04,-4.069438669830560684e-03,-5.424810573458671570e-03,-5.093521904200315475e-03,-2.823581919074058533e-03,-5.624392535537481308e-03,-1.954990671947598457e-03,-6.140999612398445606e-04,5.581787787377834320e-03,-9.638482704758644104e-03,-3.271168563514947891e-03,-1.388532761484384537e-02,5.313565954566001892e-03,-8.683192543685436249e-03,1.109178643673658371e-02
4.463823512196540833e-03,-1.849526725709438324e-02,8.795890025794506073e-03,-2.526720613241195679e-02,-2.524594019632786512e-04,4.380182363092899323e-03,-2.462384477257728577e-02,1.908852159976959229e-02,-1.846931315958499908e-02,1.074002683162689209e-02,1.288353465497493744e-03,-5.586150102317333221e-03,2.739789336919784546e-02,-3.547830972820520401e-03,1.908944994211196899e-01,6.168030947446823120e-02,7.732280995696783066e-03,2.572925761342048645e-02,1.186669431626796722e-02,9.221883490681648254e-03,-1.812209933996200562e-02
4.073242656886577606e-03,-1.448904164135456085e-02,-5.025735124945640564e-03,-4.106374084949493408e-02,-3.175498219206929207e-03,8.023052476346492767e-03,-1.791535876691341400e-02,3.151110559701919556e-02,-5.646793171763420105e-02,-4.457716830074787140e-03,-3.272811882197856903e-03,4.598212894052267075e-03,1.686556451022624969e-02,8.138574659824371338e-03,-3.824144229292869568e-02,-2.649181894958019257e-02,-5.855268333107233047e-03,-1.266211038455367088e-03,-1.380483619868755341e-02,3.135122824460268021e-03,-5.637830588966608047e-03
