-1.660894602537155151e-02,2.334824763238430023e-02,-3.749357163906097412e-02,-2.025997079908847809e-02,1.203949563205242157e-03,1.992016471922397614e-02,-2.684935368597507477e-02,2.668078988790512085e-02,2.720554172992706299e-02,-2.140834368765354156e-02,6.783647695556282997e-04,-2.026384137570858002e-02,-1.031683199107646942e-02,-2.810756862163543701e-02,-3.770219534635543823e-02,-3.641007351689040661e-04,3.718396276235580444e-02,5.625662379316054285e-05,-4.935224354267120361e-02,-4.908803384751081467e-03,1.725083682686090469e-03,-7.451558951288461685e-03,9.647056576795876026e-04,5.446802242659032345e-05,-1.952770352363586426e-02,-2.285329997539520264e-02,-2.891811728477478027e-02,-3.586062416434288025e-02,-5.212602554820477962e-04,-1.908508129417896271e-02,-2.075512520968914032e-02,1.505300053395330906e-03,4.288265772629529238e-04,-2.322350256145000458e-02,-1.415733899921178818e-02,-3.010879829525947571e-02,1.292766071856021881e-02,-1.620923576410859823e-04,1.294222474098205566e-02,1.379942055791616440e-02,-1.042801421135663986e-02,-2.197932451963424683e-02,1.078682579100131989e-02,-9.011150687001645565e-04,-6.209554267115890980e-04,-3.251513093709945679e-02
6.216007471084594727e-02,1.947286278009414673e-01,-4.577395319938659668e-02,1.136625930666923523e-01,5.913624912500381470e-02,1.732349209487438202e-02,-2.226978093385696411e-01,2.977464199066162109e-01,-5.212356522679328918e-02,-1.036622300744056702e-01,2.745604701340198517e-02,1.563511788845062256e-01,2.279484421014785767e-01,1.079265102744102478e-01,-6.644244492053985596e-02,-3.560736402869224548e-02,2.617556788027286530e-02,-3.931980952620506287e-02,1.855237968266010284e-02,1.125929225236177444e-02,5.755517482757568359e-01,-4.699627682566642761e-02,-3.801022469997406006e-02,-4.951196536421775818e-02,5.835977941751480103e-02,1.509817987680435181e-01,-1.405981630086898804e-01,1.275977343320846558e-01,-2.673456445336341858e-02,1.075177118182182312e-01,3.389112353324890137e-01,4.695265367627143860e-02,5.986828356981277466e-02,2.969901561737060547e-01,6.784903258085250854e-02,-2.851273417472839355e-01,-5.955773964524269104e-02,4.068573936820030212e-02,8.741402067244052887e-03,-1.426901668310165405e-01,-1.522965431213378906e-01,3.779896199703216553e-01,4.003830254077911377e-03,-3.253114596009254456e-02,2.021215856075286865e-01,1.772827059030532837e-01
-7.926513254642486572e-02,-2.680343985557556152e-01,1.320677548646926880e-01,-1.450438946485519409e-01,7.540240883827209473e-02,-7.684364449232816696e-03,2.924845218658447266e-01,-3.885684907436370850e-01,6.245942320674657822e-03,3.489372432231903076e-01,2.693980745971202850e-02,-2.838533818721771240e-01,-8.905895054340362549e-02,-7.168279495090246201e-03,1.451752036809921265e-01,-4.141515120863914490e-02,-9.833920747041702271e-02,-8.535163849592208862e-02,1.141190752387046814e-01,-1.012188941240310669e-01,1.165334954857826233e-01,2.083171457052230835e-01,-2.584166452288627625e-02,-3.617906942963600159e-02,5.311936140060424805e-02,-5.480942130088806152e-01,1.751104146242141724e-01,-1.617961563169956207e-02,-3.284770622849464417e-02,2.504557073116302490e-01,-4.777236282825469971e-01,4.399975389242172241e-02,4.402886331081390381e-02,-7.154152989387512207e-01,-7.090041786432266235e-02,4.068645238876342773e-01,-8.181995153427124023e-02,3.392240405082702637e-02,-6.275075674057006836e-02,2.251991778612136841e-01,4.099272191524505615e-01,-6.969514489173889160e-01,7.031600177288055420e-02,-4.587851837277412415e-02,1.032372564077377319e-01,6.557705253362655640e-02
-2.059285938739776611e-01,-3.448270261287689209e-01,3.136837184429168701e-01,-2.378534376621246338e-01,1.238474529236555099e-02,-1.128637716174125671e-01,5.365312099456787109e-01,-5.061521530151367188e-01,-6.931805610656738281e-02,2.488875091075897217e-01,7.679972797632217407e-03,-3.179861903190612793e-01,-1.119476109743118286e-01,-5.149983614683151245e-02,1.373215317726135254e-01,-1.313231885433197021e-02,-1.893078088760375977e-01,-4.201452713459730148e-03,1.237285956740379333e-01,-2.538834512233734131e-02,-4.469755664467811584e-02,-1.931850910186767578e-01,-2.326579391956329346e-02,-1.476288400590419769e-02,-7.438594847917556763e-02,-5.648931860923767090e-01,3.794840872287750244e-01,1.375937163829803467e-01,-4.852382466197013855e-03,-1.450645271688699722e-02,-1.308406740427017212e-01,1.015311665832996368e-02,2.120175631716847420e-03,-6.815614700317382812e-01,-1.622439920902252197e-01,6.631985306739807129e-01,1.053045243024826050e-01,5.247335880994796753e-03,-1.218296512961387634e-01,2.094855308532714844e-01,-9.001063555479049683e-02,-4.410688281059265137e-01,-2.289674710482358932e-03,-1.549350656569004059e-02,1.757926121354103088e-02,-1.879797689616680145e-02
-2.541149556636810303e-01,-1.193565204739570618e-01,3.677368760108947754e-01,-2.353744655847549438e-01,-1.192444004118442535e-02,-7.559043169021606445e-02,1.239849030971527100e-01,-7.190121710300445557e-02,-1.038878113031387329e-01,-7.201798260211944580e-02,-1.487151253968477249e-02,-3.151839226484298706e-02,8.943784981966018677e-02,-2.320697307586669922e-01,1.963301301002502441e-01,2.549954457208514214e-03,-2.457067370414733887e-01,1.659844256937503815e-02,3.636593818664550781e-01,9.176983498036861420e-03,-1.713180541992187500e-02,-2.294444441795349121e-01,1.386005524545907974e-02,1.541034877300262451e-02,-2.050380259752273560e-01,2.566421637311577797e-03,1.435737013816833496e-01,4.192990660667419434e-01,7.386608980596065521e-03,-7.977318763732910156e-02,-1.331454217433929443e-01,-1.675218902528285980e-02,-1.782403141260147095e-02,1.402368419803678989e-03,-1.363825500011444092e-01,6.632547080516815186e-02,9.412341564893722534e-02,-1.191681157797574997e-02,-1.215818375349044800e-01,-8.537809364497661591e-03,-1.195791438221931458e-01,-8.680278807878494263e-02,-1.128213182091712952e-01,1.473139319568872452e-02,-2.003779076039791107e-02,1.929874881170690060e-03
-1.456577777862548828e-01,-1.321607977151870728e-01,1.843487769365310669e-01,-1.275622844696044922e-01,1.936664804816246033e-02,-5.755273997783660889e-02,1.511544138193130493e-01,-1.648971438407897949e-01,-2.528502233326435089e-02,-1.715265028178691864e-02,1.722679473459720612e-02,-5.735169723629951477e-02,7.965617813169956207e-03,-9.624712914228439331e-02,-8.754774928092956543e-03,-1.041837036609649658e-02,-1.084714606404304504e-01,-2.490868046879768372e-02,1.287027150392532349e-01,-5.467940494418144226e-02,5.901224212720990181e-04,-1.051548197865486145e-01,-1.537298411130905151e-02,-1.445424836128950119e-02,-7.624451816082000732e-02,-3.558570444583892822e-01,1.834731996059417725e-01,1.953675746917724609e-01,-7.807834539562463760e-03,-1.691154092550277710e-01,-5.451731011271476746e-02,4.441666416823863983e-03,8.252942003309726715e-03,-3.693100810050964355e-01,-1.634346544742584229e-01,2.063301503658294678e-01,1.267247051000595093e-01,1.558469701558351517e-02,-5.848749354481697083e-02,1.345043629407882690e-01,-6.660341471433639526e-02,-1.210478469729423523e-01,8.283307403326034546e-02,-8.551075123250484467e-03,-4.898670595139265060e-03,-1.270524263381958008e-01
7.868709415197372437e-02,1.195348100736737251e-03,4.752390831708908081e-02,9.327225387096405029e-02,-9.042814373970031738e-03,2.210732549428939819e-02,-7.320550084114074707e-02,3.707281127572059631e-02,9.969295561313629150e-02,-4.630323499441146851e-02,-1.314270868897438049e-02,2.236528545618057251e-01,1.123957186937332153e-01,-1.176685318350791931e-01,-1.222819015383720398e-01,1.251342054456472397e-02,6.932253390550613403e-02,-1.632842607796192169e-02,1.015200242400169373e-01,-1.318525522947311401e-02,-1.316541880369186401e-01,6.999104470014572144e-02,1.265498157590627670e-02,5.455813370645046234e-03,-3.668136894702911377e-02,1.004519909620285034e-01,-3.103240020573139191e-02,1.570164561271667480e-01,1.090912427753210068e-02,3.695540875196456909e-02,-4.972601309418678284e-03,-1.561497338116168976e-02,-2.570332027971744537e-02,-3.779379650950431824e-02,4.014350101351737976e-02,-2.555773593485355377e-02,-7.788991928100585938e-02,-1.374367810785770416e-02,-4.069403931498527527e-02,-4.578821361064910889e-02,4.421462863683700562e-02,3.029396943747997284e-02,-1.309725642204284668e-01,4.053442389704287052e-04,-1.667704619467258453e-02,-1.558277104049921036e-02
3.175274655222892761e-02,-1.660974174737930298e-01,9.025404602289199829e-02,-6.724981125444173813e-03,1.093326936825178564e-04,-8.681165636517107487e-04,9.238580614328384399e-02,-1.811979860067367554e-01,4.820573702454566956e-02,5.018721520900726318e-02,-4.317674785852432251e-03,1.834031194448471069e-01,8.169771730899810791e-02,-1.039861887693405151e-01,-4.890797287225723267e-02,1.715597696602344513e-02,3.702115966007113457e-03,5.326198413968086243e-03,1.050105541944503784e-01,-9.498075582087039948e-03,-9.305138140916824341e-02,1.393783092498779297e-01,5.946558900177478790e-03,8.738301694393157959e-03,8.308822289109230042e-03,-7.966647297143936157e-02,2.133758962154388428e-01,1.405079662799835205e-01,1.364887319505214691e-02,1.404373049736022949e-01,-6.943902373313903809e-02,-4.880684427917003632e-03,-6.146371364593505859e-03,9.267167188227176666e-04,2.468018047511577606e-02,2.154448330402374268e-01,-7.050841301679611206e-02,-1.073786709457635880e-02,-5.978178605437278748e-02,9.046153165400028229e-03,1.255562752485275269e-01,2.090307697653770447e-02,-1.432735025882720947e-01,4.665076732635498047e-03,1.884987112134695053e-03,1.058518141508102417e-01
-1.083649769425392151e-01,7.226102799177169800e-02,2.203142270445823669e-02,-9.440358728170394897e-02,-2.692922577261924744e-02,-1.031161472201347351e-01,8.673130534589290619e-03,1.248570382595062256e-01,-8.116912841796875000e-02,-1.892514228820800781e-01,-5.125148594379425049e-02,1.301001459360122681e-01,2.751338668167591095e-02,-2.688863277435302734e-01,1.219041347503662109e-01,5.445113405585289001e-02,-6.908844411373138428e-02,4.659345373511314392e-02,6.020650267601013184e-02,4.553186520934104919e-02,5.564927309751510620e-02,-7.256687432527542114e-02,3.878958895802497864e-02,4.892865940928459167e-02,-1.694710254669189453e-01,7.746459543704986572e-02,2.497331588529050350e-04,-4.930578637868165970e-03,5.168014392256736755e-02,-3.303515017032623291e-01,4.051052406430244446e-02,-4.203782603144645691e-02,-3.244047611951828003e-02,8.819633722305297852e-02,-5.545156821608543396e-02,-1.317079812288284302e-01,9.972138702869415283e-02,-3.798419982194900513e-02,-4.704897478222846985e-02,-1.933905296027660370e-02,-1.642257422208786011e-01,7.081589102745056152e-02,9.295475482940673828e-02,5.120504647493362427e-02,-3.112915530800819397e-02,-3.605366051197052002e-01
-2.083511650562286377e-01,9.946113079786300659e-02,-2.605195390060544014e-03,-2.020104974508285522e-01,6.572704017162322998e-02,-5.600856151431798935e-03,3.092332556843757629e-02,1.160205528140068054e-01,-2.034160774201154709e-03,-1.539908796548843384e-01,5.387563630938529968e-02,-1.199101060628890991e-01,-6.274837255477905273e-02,-2.514244019985198975e-01,7.936257869005203247e-02,-4.865314438939094543e-02,-3.971258923411369324e-02,-6.655877828598022461e-02,-4.947342444211244583e-03,-6.180126219987869263e-02,9.117436408996582031e-02,-9.862542897462844849e-02,-4.546569660305976868e-02,-6.438006460666656494e-02,-1.988477408885955811e-01,-1.483095586299896240e-01,-9.570212103426456451e-03,-5.289269611239433289e-02,-5.611059069633483887e-02,-3.204008638858795166e-01,-7.910342514514923096e-02,6.045794859528541565e-02,5.119946226477622986e-02,-4.927931725978851318e-02,-1.621984094381332397e-01,-7.792945951223373413e-02,2.068323791027069092e-01,3.976001217961311340e-02,4.672550037503242493e-02,9.230373054742813110e-02,-9.608896821737289429e-02,-2.569628879427909851e-02,7.868033647537231445e-02,-4.305484518408775330e-02,6.732289493083953857e-02,-2.992596328258514404e-01
