3.935059998184442520e-03,-1.475820131599903107e-02,-4.877630621194839478e-03,-1.191245275549590588e-03,-5.636288784444332123e-03,3.646886209025979042e-03,-1.492687035351991653e-02,1.551795750856399536e-02,-4.333391785621643066e-03,-3.993859048932790756e-03
1.000000000000000000e+00,-1.514673978090286255e-02,1.390271633863449097e-01,-4.202343523502349854e-02,-2.085470035672187805e-02,-7.473142743110656738e-01,-1.581726782023906708e-02,1.590649597346782684e-02,6.905582547187805176e-01,-2.417480945587158203e-02
1.532566081732511520e-02,-8.361883228644728661e-04,-1.173906400799751282e-01,1.359755545854568481e-01,-3.290343657135963440e-02,1.307838037610054016e-02,-1.991439610719680786e-03,2.153750509023666382e-03,7.232835888862609863e-02,-2.265260964632034302e-01
-6.553695537149906158e-03,-1.415046630427241325e-03,-7.884454913437366486e-03,5.674217641353607178e-02,8.987991139292716980e-03,4.772779066115617752e-03,-6.918638246133923531e-04,6.314948550425469875e-04,1.513969153165817261e-03,-8.215360343456268311e-02
-4.695851821452379227e-03,1.630087732337415218e-03,1.391347963362932205e-02,9.551171388011425734e-05,5.938513949513435364e-02,-1.555143762379884720e-02,1.439609099179506302e-03,-1.427293173037469387e-03,-7.168738171458244324e-03,2.259112522006034851e-02
1.468844478949904442e-03,-1.930927159264683723e-03,-3.444904228672385216e-03,-1.110538095235824585e-02,2.451421692967414856e-03,-2.116953255608677864e-03,-1.562796183861792088e-03,1.531364163383841515e-03,-1.463315798901021481e-03,3.501520492136478424e-03
-9.345384314656257629e-04,7.482636719942092896e-04,-3.226828202605247498e-02,-9.962526150047779083e-03,4.641131963580846786e-03,-1.887527853250503540e-02,-3.693815961014479399e-04,5.015934002585709095e-04,-1.125681772828102112e-02,-1.300235977396368980e-03
1.048154570162296295e-02,2.968395361676812172e-03,4.803376272320747375e-02,-4.341961815953254700e-03,-1.124286907725036144e-03,3.845715429633855820e-03,1.295829773880541325e-03,-1.256260205991566181e-03,3.128858283162117004e-03,1.309293322265148163e-02
1.482723513618111610e-03,4.471952095627784729e-03,3.649576101452112198e-03,3.900332085322588682e-04,1.219578480231575668e-04,1.361183240078389645e-04,1.554065034724771976e-03,-1.410552300512790680e-03,3.562370082363486290e-03,6.507665850222110748e-03
-4.605754744261503220e-03,-4.996250499971210957e-04,-5.000693723559379578e-02,3.171265358105301857e-03,2.291475422680377960e-03,-2.210222557187080383e-02,-2.098247641697525978e-04,2.348932757740840316e-04,-1.149121206253767014e-02,-7.606230676174163818e-03
-6.179807707667350769e-02,1.815456547774374485e-03,-2.878583073616027832e-01,3.576514124870300293e-02,-2.855730243027210236e-02,1.217296123504638672e-01,2.788885030895471573e-03,-2.810151781886816025e-03,1.500275433063507080e-01,-5.779034271836280823e-02
4.517824947834014893e-02,2.251449186587706208e-04,-3.180918470025062561e-02,3.376040142029523849e-03,2.558281645178794861e-03,-2.195128798484802246e-02,1.830783585319295526e-04,-2.115339593729004264e-04,6.948269903659820557e-02,-5.682921502739191055e-03
5.702673271298408508e-02,-7.122389069991186261e-05,4.998820647597312927e-02,1.641511102207005024e-03,4.015672020614147186e-03,-3.444701898843050003e-03,-1.077903900295495987e-03,1.256321091204881668e-03,6.749280542135238647e-02,-1.556594972498714924e-03
2.992918016389012337e-03,2.804816933348774910e-03,7.181573659181594849e-02,-1.136529818177223206e-02,8.625954389572143555e-03,2.693774923682212830e-02,2.989002503454685211e-03,-3.591696498915553093e-03,-2.793584950268268585e-03,-1.896629342809319496e-03
1.050074212253093719e-02,-3.365175332874059677e-03,9.852553158998489380e-02,-1.007316540926694870e-02,5.591972731053829193e-03,1.317069586366415024e-02,-2.789746271446347237e-03,2.295031677931547165e-03,-2.481748722493648529e-02,-9.138762019574642181e-03
4.986779298633337021e-03,1.505279354751110077e-02,1.708776056766510010e-01,3.856971487402915955e-02,1.253398228436708450e-02,2.212198451161384583e-02,1.728798449039459229e-02,-1.702465862035751343e-02,-5.458580702543258667e-02,-6.570048630237579346e-02
1.105754449963569641e-02,3.929028753191232681e-03,1.035703793168067932e-01,2.124845795333385468e-02,1.792344637215137482e-02,2.994960639625787735e-03,1.062324643135070801e-02,-7.185674272477626801e-03,-2.944326214492321014e-02,-4.745439067482948303e-02
-1.133935432881116867e-02,-3.755369456484913826e-03,-1.026388928294181824e-01,-8.279483765363693237e-03,-1.550161978229880333e-03,-5.396595224738121033e-04,-3.502917243167757988e-03,3.085889853537082672e-03,2.419899962842464447e-02,4.978686105459928513e-03
-2.241895347833633423e-02,-4.127995111048221588e-03,-3.158959746360778809e-01,-1.415783353149890900e-02,-1.156027056276798248e-02,-2.921087294816970825e-02,-3.823155304417014122e-03,3.982828464359045029e-03,5.868513882160186768e-02,-9.124791831709444523e-04
