-7.630520034581422806e-03,7.202425040304660797e-03,6.638381164520978928e-03,-6.789289414882659912e-03,-3.765597473829984665e-03,-7.070244289934635162e-03,9.319026023149490356e-03,7.663156371563673019e-03,-8.525879122316837311e-03,-6.610755808651447296e-03,-5.968213081359863281e-03,-3.706515999510884285e-03,-5.298033356666564941e-03,7.701740600168704987e-03,4.693911876529455185e-03,6.774289999157190323e-03,-6.934116594493389130e-03,7.986180484294891357e-03,-1.484383014030754566e-03,-1.747809350490570068e-02,1.053663436323404312e-02,-4.212443530559539795e-02,-8.317864499986171722e-03,-9.328333660960197449e-03,5.884653888642787933e-03,-5.775946658104658127e-03,-8.399944752454757690e-03,8.818836882710456848e-03,-6.326797883957624435e-03,-1.161284092813730240e-02,8.997151628136634827e-03,-7.380693219602108002e-03,4.690401256084442139e-02,7.350677624344825745e-03,-6.690276786684989929e-03,-9.015695191919803619e-03
8.555759191513061523e-01,2.688587903976440430e-01,-1.110450737178325653e-02,-1.044583395123481750e-01,1.288376003503799438e-01,2.549669444561004639e-01,2.295975573360919952e-02,-7.088323682546615601e-02,6.120936870574951172e-01,1.382528394460678101e-01,8.001360297203063965e-02,1.770491302013397217e-01,1.451233923435211182e-01,-1.275517344474792480e-01,-4.329061135649681091e-02,-3.919219132512807846e-03,8.403888903558254242e-03,-4.139899834990501404e-02,-1.248953565955162048e-01,1.556187402456998825e-02,6.620733998715877533e-03,-3.552142530679702759e-02,1.206056401133537292e-01,-3.422124683856964111e-02,-2.418259084224700928e-01,3.902328386902809143e-02,9.392058476805686951e-03,-1.894246600568294525e-02,8.583543449640274048e-02,6.020592153072357178e-02,7.658813148736953735e-02,1.642691344022750854e-01,5.859260261058807373e-02,1.188912093639373779e-01,-5.318251252174377441e-02,1.568642705678939819e-01
-5.376602411270141602e-01,2.796659469604492188e-01,4.226139932870864868e-02,-9.339247643947601318e-02,8.159329742193222046e-02,2.962943352758884430e-02,3.633894771337509155e-02,-1.450564153492450714e-02,8.036738634109497070e-02,-9.809041023254394531e-02,-1.021266654133796692e-01,6.090043485164642334e-02,1.187012791633605957e-01,-3.591971099376678467e-01,-1.830184459686279297e-01,-8.216042816638946533e-02,3.364793211221694946e-02,3.114485554397106171e-02,-3.263707831501960754e-02,-5.416745319962501526e-02,5.464662984013557434e-02,-3.946415334939956665e-02,-2.431211434304714203e-02,-8.568559587001800537e-02,4.109441488981246948e-02,-7.282538712024688721e-02,4.195244982838630676e-02,2.857192652300000191e-03,1.938554341904819012e-03,-1.209661439061164856e-01,-2.901326715946197510e-01,4.514054656028747559e-01,5.399644374847412109e-02,-1.824249923229217529e-01,-1.079881787300109863e-01,7.969889789819717407e-02
3.555658087134361267e-02,-1.182752326130867004e-01,1.402088068425655365e-02,-5.394601263105869293e-03,-3.183350339531898499e-02,1.760662905871868134e-02,-8.001623791642487049e-04,-4.935345053672790527e-02,2.248210012912750244e-01,-7.620995491743087769e-02,-1.577134802937507629e-02,-4.853289946913719177e-02,-6.542522460222244263e-02,-3.346156775951385498e-01,2.040360559476539493e-04,2.000598795711994171e-02,-3.875853121280670166e-02,-1.753741949796676636e-01,1.373575301840901375e-03,-2.552260644733905792e-02,-2.009181678295135498e-02,-2.229655720293521881e-02,-1.289616152644157410e-02,-1.791461370885372162e-02,-1.480374932289123535e-01,-5.843074247241020203e-02,6.412678956985473633e-02,6.557952612638473511e-02,-3.355612605810165405e-02,3.090061433613300323e-02,2.873652055859565735e-02,-4.869936108589172363e-01,2.226992882788181305e-02,2.961164806038141251e-03,4.501096159219741821e-02,-2.203965559601783752e-02
4.461411759257316589e-02,2.036356627941131592e-01,-8.145462721586227417e-02,-2.136001922190189362e-02,2.973240101709961891e-03,6.563069671392440796e-02,1.517508178949356079e-02,1.352805085480213165e-02,2.419870160520076752e-02,1.111687794327735901e-01,2.834617905318737030e-02,2.288642153143882751e-02,-1.728849709033966064e-01,1.429209262132644653e-01,-7.099564373493194580e-02,1.077391300350427628e-02,-1.870123855769634247e-02,1.878277398645877838e-02,-1.367979496717453003e-01,3.992964979261159897e-03,5.169438198208808899e-03,8.740586228668689728e-03,1.782869920134544373e-02,1.667548343539237976e-02,-1.822182722389698029e-02,8.937584608793258667e-02,-1.622478663921356201e-02,-6.568368989974260330e-04,-8.751502260565757751e-03,-1.038810051977634430e-02,4.544647783041000366e-02,6.706442683935165405e-02,-1.362504903227090836e-03,7.513642311096191406e-02,3.737802803516387939e-02,1.537387222051620483e-01
1.054508332163095474e-02,-9.222580119967460632e-03,2.562532434239983559e-03,5.142702907323837280e-02,-1.039853878319263458e-02,-4.505275748670101166e-03,1.445255149155855179e-02,3.695525228977203369e-02,-3.311333432793617249e-02,1.967948675155639648e-02,3.076768247410655022e-03,1.320981234312057495e-02,1.316360235214233398e-01,1.509025786072015762e-02,-5.490145087242126465e-02,1.221350729465484619e-01,7.754640281200408936e-02,8.992174267768859863e-02,3.592337295413017273e-02,1.042194385081529617e-02,-7.262625265866518021e-03,8.582184091210365295e-03,-4.152387380599975586e-03,6.850895006209611893e-03,2.478354377672076225e-03,-5.698081571608781815e-03,-3.478823602199554443e-02,-5.270467698574066162e-02,1.754553802311420441e-02,7.583656813949346542e-03,-9.861993044614791870e-02,3.992779925465583801e-02,-7.407817058265209198e-03,1.029795780777931213e-02,-1.715579256415367126e-02,-1.911022961139678955e-01
-7.838164456188678741e-03,-8.886146545410156250e-02,-4.824845236726105213e-04,3.469115123152732849e-02,1.407310483045876026e-03,-9.674550965428352356e-03,-2.253173850476741791e-02,8.647980540990829468e-02,2.030198723077774048e-01,-2.270956896245479584e-02,-2.767170779407024384e-03,-1.005704165436327457e-03,-6.501895189285278320e-02,3.451561927795410156e-02,-3.691684827208518982e-02,1.189353968948125839e-02,1.890357583761215210e-02,7.386717014014720917e-03,-3.608863428235054016e-02,-1.998113840818405151e-02,1.360903261229395866e-04,3.696347353979945183e-03,4.187729582190513611e-02,1.284389756619930267e-02,6.392611563205718994e-02,-6.761672440916299820e-03,-3.627859055995941162e-02,1.131563782691955566e-01,1.288590114563703537e-02,7.320665288716554642e-03,-2.204512245953083038e-02,-2.222990393638610840e-01,-3.529923735186457634e-03,-1.275776512920856476e-02,2.769384160637855530e-02,1.018328368663787842e-01
3.359261900186538696e-04,-1.400093547999858856e-02,-3.866110229864716530e-03,8.451906964182853699e-03,1.561135891824960709e-02,-3.681732341647148132e-02,2.457790262997150421e-02,7.284556049853563309e-03,-2.165378183126449585e-01,-2.676911186426877975e-03,7.417193148285150528e-03,5.192029289901256561e-03,3.521864116191864014e-01,1.111449953168630600e-02,-1.295417267829179764e-02,8.649900555610656738e-03,3.429614298511296511e-04,-1.038934290409088135e-01,2.242667973041534424e-01,-2.552285790443420410e-03,-1.479947939515113831e-03,2.848680014722049236e-04,-1.574280485510826111e-02,3.403327241539955139e-02,1.910166442394256592e-02,-2.729762531816959381e-02,3.884218400344252586e-03,2.862704358994960785e-02,3.400255925953388214e-03,-7.137111970223486423e-04,1.217772290110588074e-01,1.870604604482650757e-01,-3.556150477379560471e-04,2.747418358922004700e-02,8.790981955826282501e-03,-3.358423337340354919e-02
2.207197248935699463e-03,4.608142189681529999e-03,-1.760941930115222931e-02,-1.305434387177228928e-03,1.817138679325580597e-02,-3.165356814861297607e-02,-1.578015089035034180e-02,4.782399162650108337e-03,5.467325076460838318e-02,-1.658916845917701721e-02,5.984551738947629929e-03,-6.771873682737350464e-03,-3.794525265693664551e-01,-1.058049313724040985e-02,1.470339484512805939e-02,-2.888013841584324837e-03,1.585513353347778320e-02,4.115636646747589111e-02,-2.202178835868835449e-01,1.537524745799601078e-03,1.871502841822803020e-03,7.858311291784048080e-04,4.884545342065393925e-04,-8.197331801056861877e-03,-6.088610389269888401e-04,1.276774564757943153e-03,-1.892939396202564240e-02,-1.173447351902723312e-03,4.906399641185998917e-03,3.232032526284456253e-03,-1.475541293621063232e-01,-4.050524532794952393e-02,-7.937123300507664680e-04,-1.294290274381637573e-02,8.924225345253944397e-03,-1.007074862718582153e-02
1.750380918383598328e-02,1.380157843232154846e-02,1.873105391860008240e-02,-4.418184049427509308e-03,2.902346663177013397e-02,-3.466150537133216858e-02,2.496007084846496582e-02,9.239518083631992340e-03,-7.947904616594314575e-02,5.044064670801162720e-02,4.637798760086297989e-03,-3.741548629477620125e-03,1.213217750191688538e-01,-1.378549914807081223e-02,3.814440919086337090e-03,-3.832058049738407135e-03,7.300926838070154190e-03,-3.667531069368124008e-03,4.314238950610160828e-02,6.843655137345194817e-05,-7.411291822791099548e-03,-2.023146720603108406e-03,3.494342043995857239e-02,3.127592848613858223e-03,9.025474078953266144e-03,5.247512087225914001e-02,-3.211570903658866882e-03,1.367087825201451778e-03,1.033646706491708755e-02,-2.059963531792163849e-03,-2.556876279413700104e-02,-8.846838772296905518e-02,1.778220990672707558e-03,3.316915128380060196e-03,4.521450772881507874e-02,1.660876423120498657e-01
